Saved Date,Job Url,Job Title,Company Name
"10/22/22, 5:33 AM",http://www.linkedin.com/jobs/view/3321825101,"Director, Network/Systems Engineering","American Public Education, Inc. (APEI)"
"10/17/22, 8:03 AM",http://www.linkedin.com/jobs/view/3311285756,Sr. Manager - Site Infrastructure Engineering (Remote Eligible),Redfin
"9/22/22, 8:44 PM",http://www.linkedin.com/jobs/view/3270151584,Director of IT,Attentive
"9/14/22, 7:44 AM",http://www.linkedin.com/jobs/view/3228697086,Network Manager,Hyqoo
"9/8/22, 12:31 PM",http://www.linkedin.com/jobs/view/3256407965,Network Engineering Manager,Insight Global
"11/9/22, 5:54 PM",http://www.linkedin.com/jobs/view/3348443751,Sr. IT Project Manager-REMOTE,"ERP Recruiting, LLC"
"11/1/22, 7:18 PM",http://www.linkedin.com/jobs/view/3327647834,IT Manager - Finance & Admin (REMOTE),UPS
"10/26/22, 12:45 PM",http://www.linkedin.com/jobs/view/3331552743,Network Engineer Manager,General Dynamics Information Technology
"9/4/22, 4:06 AM",http://www.linkedin.com/jobs/view/3251119167,IT Service Management,Dice
"10/5/22, 8:35 PM",http://www.linkedin.com/jobs/view/3300558838,"Sr. Manager, Network Operational Engineering",STRATIS IoT
"8/15/22, 5:18 PM",http://www.linkedin.com/jobs/view/3212857359,Lead Director Network Engineering,CVS Health
"9/2/22, 7:20 PM",http://www.linkedin.com/jobs/view/3136623448,Information Technology Manager,Optimum Healthcare IT
"9/19/22, 11:37 AM",http://www.linkedin.com/jobs/view/3220004792,Senior Manager of Infrastructure - ITSM,CSI
"10/1/22, 7:57 PM",http://www.linkedin.com/jobs/view/3121123542,"Senior TPM, Core/Edge Networking",Amazon Web Services (AWS)
"9/21/22, 8:21 PM",http://www.linkedin.com/jobs/view/3266824351,Network Engineering Manager,Skechers
"10/31/22, 5:51 AM",http://www.linkedin.com/jobs/view/3337527850,Digital Data and Network Strategy Manager - Remote,Ford Motor Company
"9/13/22, 2:10 PM",http://www.linkedin.com/jobs/view/3268346162,Information Technology Project Manager,ALOIS Solutions
"9/18/22, 7:17 PM",http://www.linkedin.com/jobs/view/3223389768,"Manager II, Network Delivery",InComm Payments
"9/4/22, 11:23 PM",http://www.linkedin.com/jobs/view/3239188393,Director of Infrastructure,Prodigy Resources
"9/14/22, 6:02 AM",http://www.linkedin.com/jobs/view/3266975607,Technology Service Leader,The Coca-Cola Company
"9/1/22, 4:32 AM",http://www.linkedin.com/jobs/view/3247483805,Senior Director – IT Portfolio and Project Management Office,Creighton University
"7/27/22, 12:54 PM",http://www.linkedin.com/jobs/view/3180733579,Global Director of Network Engineering and Operations (Remote),Claire's
"11/11/22, 6:28 AM",http://www.linkedin.com/jobs/view/3349451227,Network Architect,Franklin Fitch
"11/3/22, 8:31 AM",http://www.linkedin.com/jobs/view/3305960131,"Manager, Cloud Operations Networking (Remote)",Accruent
"9/8/22, 10:47 AM",http://www.linkedin.com/jobs/view/3237268547,IT Manager (Remote OK),Murj
"10/27/22, 8:12 PM",http://www.linkedin.com/jobs/view/3320992925,Network Engineering Senior Manager,Wells Fargo
"10/2/22, 7:14 PM",http://www.linkedin.com/jobs/view/3293533456,Global NOC Manager,Zoom
"10/28/22, 8:33 AM",http://www.linkedin.com/jobs/view/3274273893,Cloud Technical Service Manager,PwC
"11/8/22, 4:41 AM",http://www.linkedin.com/jobs/view/3311185082,"Director, Network Operations Center Solutions (Remote)",Trace3
"9/8/22, 10:40 AM",http://www.linkedin.com/jobs/view/3251381222,Senior Manager - Network Engineering (IC),CVS Health
"10/20/22, 1:53 PM",http://www.linkedin.com/jobs/view/3316819460,"Sr Director, Network Services",Sysco
"9/1/22, 11:56 AM",http://www.linkedin.com/jobs/view/3245895046,Information Technology Project Manager,Modis
"11/9/22, 11:49 AM",http://www.linkedin.com/jobs/view/3353063636,Americas Network Operations Manager (New Consumer Health Company),Johnson & Johnson Consumer Health
"10/27/22, 7:49 AM",http://www.linkedin.com/jobs/view/3329762619,Global NOC Manager,Zoom
"9/19/22, 9:58 AM",http://www.linkedin.com/jobs/view/3270594007,Supervisor Network Operations ,Duquesne Light Company
"10/7/22, 7:48 AM",http://www.linkedin.com/jobs/view/3293692911,"Senior Engineering Manager, Network",Airbnb
"9/2/22, 7:07 PM",http://www.linkedin.com/jobs/view/3228853578,"Sr. Director, Global Network Engineering",Pfizer
"9/13/22, 6:39 PM",http://www.linkedin.com/jobs/view/3266242348,Network Manager,JD Finish Line
"10/28/22, 11:34 AM",http://www.linkedin.com/jobs/view/3276338571,Senior Manager Network Operations Technology Management - US Various Locations,Lumen Technologies
"10/27/22, 7:54 AM",http://www.linkedin.com/jobs/view/3314918375,"Associate Director, Multi-Cloud Network Architecture- Remote",Humana
"11/1/22, 7:25 PM",http://www.linkedin.com/jobs/view/3333575366,Network Manager,Heffernan Insurance Brokers
"11/2/22, 4:56 PM",http://www.linkedin.com/jobs/view/3334559249,"Manager, Information Technology - Remote",Centene Corporation
"10/28/22, 4:37 AM",http://www.linkedin.com/jobs/view/3305299191,Director Global Engineering Infrastructure,Cision
"9/8/22, 10:49 AM",http://www.linkedin.com/jobs/view/3259561467,IT Director (Corporate),"CampusWorks, Inc."
"9/1/22, 11:59 AM",http://www.linkedin.com/jobs/view/3247334184,Information Technology Project Manager,KTek Resourcing
"9/22/20, 2:55 PM",http://www.linkedin.com/jobs/view/2006350549,"Manager, Network Deployment",Google
"8/12/22, 11:57 AM",http://www.linkedin.com/jobs/view/2789650595,"Lead, IT Core Infrastructure Engineering (Manager)",Epic Games
"10/19/22, 7:37 AM",http://www.linkedin.com/jobs/view/3298311431,"Manager, Network Development, Enterprise Networking",Amazon Web Services (AWS)
"11/9/22, 12:12 PM",http://www.linkedin.com/jobs/view/3353008933,Americas Network Operations Manager (New Consumer Health Company),Johnson & Johnson Consumer Health
"9/21/22, 8:25 PM",http://www.linkedin.com/jobs/view/3239607175,"Manager, Edge Datacenter Delivery and Operations",TikTok
"10/20/22, 6:16 PM",http://www.linkedin.com/jobs/view/3321424684,Network Manager,Heffernan Insurance Brokers
"9/19/22, 3:07 PM",http://www.linkedin.com/jobs/view/3274738309,"TSS Director, Network Engineering REMOTE",General Dynamics Information Technology
"10/20/22, 6:11 PM",http://www.linkedin.com/jobs/view/3305957434,"Manager, Cloud Operations Networking (Remote)",Accruent
"9/13/22, 2:05 PM",http://www.linkedin.com/jobs/view/3265202020,"IT Manager, Data Center Systems",CyrusOne
"10/14/22, 5:02 AM",http://www.linkedin.com/jobs/view/3278752977,"Director of Engineering, Infrastructure",Funko
"10/27/22, 7:55 AM",http://www.linkedin.com/jobs/view/3329363467,Information Technology Manager,SSF Technology
"9/18/22, 1:49 PM",http://www.linkedin.com/jobs/view/3164420021,Senior DDI Network Engineer,Epic
"9/15/22, 3:49 PM",http://www.linkedin.com/jobs/view/3250877349,Cloud Infrastructure Manager,Conagra Brands
"9/3/22, 9:44 PM",http://www.linkedin.com/jobs/view/3239190081,IT Project Manager,Piper Companies
"10/5/22, 8:59 AM",http://www.linkedin.com/jobs/view/3257014630,Director - Network Architecture,Thermo Fisher Scientific
"10/6/22, 12:36 PM",http://www.linkedin.com/jobs/view/3249342768,"Global Information Technology, Senior Manager","iRhythm Technologies, Inc."
"10/30/22, 5:25 AM",http://www.linkedin.com/jobs/view/3205839265,"Data Center Facility Operations Director, Southwest",Meta
"10/19/22, 7:35 AM",http://www.linkedin.com/jobs/view/3309651459,Director Network Engineering,Altice USA
"9/14/22, 6:03 AM",http://www.linkedin.com/jobs/view/3092826178,"Manager, Network Infrastructure and Labs",Meta
"10/27/22, 8:11 PM",http://www.linkedin.com/jobs/view/3311348888,"Manager, IT (Telephony Systems) - Remote",Centene Corporation
"9/21/22, 8:18 AM",http://www.linkedin.com/jobs/view/3272685496,Director Of Network Engineering,Jack Henry
"11/9/22, 12:19 PM",http://www.linkedin.com/jobs/view/3348570582,VP Network Engineering,Top Source International
"9/8/22, 6:29 PM",http://www.linkedin.com/jobs/view/3166558864,IT Manager,"Versique Executive, Professional & Interim Recruiting"
"10/17/22, 3:15 AM",http://www.linkedin.com/jobs/view/3166344981,Sr. Program Manager – Network and Deployment Operations Support,Microsoft
"10/21/22, 9:39 PM",http://www.linkedin.com/jobs/view/3306704754,Director of Network Engineering,Dice
"10/20/22, 1:56 PM",http://www.linkedin.com/jobs/view/3311210019,Director of Networking,Beacon Hill
"9/26/22, 8:16 AM",http://www.linkedin.com/jobs/view/3259153226,"Executive Director, Global Network Architecture",Sony Pictures Entertainment
"11/1/22, 7:18 PM",http://www.linkedin.com/jobs/view/3327649574,IT Manager - PMO (REMOTE),UPS
"11/8/22, 4:37 AM",http://www.linkedin.com/jobs/view/3350953670,TSS Senior Manager - Network Engineering (REMOTE),General Dynamics Information Technology
"10/17/22, 7:22 PM",http://www.linkedin.com/jobs/view/3316612071,"Director, Data Center Operations",Sysco
"10/26/22, 6:34 PM",http://www.linkedin.com/jobs/view/3326809879,Network Service Manager (Remote),Collins Aerospace
"10/5/22, 8:30 PM",http://www.linkedin.com/jobs/view/3281927038,Manager of Information Technology,Eventbrite
"10/19/22, 2:36 PM",http://www.linkedin.com/jobs/view/3234231755,Sr Network Engineer,The Walt Disney Company
"11/2/22, 7:08 PM",http://www.linkedin.com/jobs/view/3334576885,Network Manager,CAT Technology Inc
"10/2/22, 7:12 PM",http://www.linkedin.com/jobs/view/3276317776,Network Services Manager,Irvine Technology Corporation
"9/15/22, 11:30 AM",http://www.linkedin.com/jobs/view/3052276493,"Manager, Network Engineering (Open to Remote)",Blizzard Entertainment
"11/1/22, 7:31 PM",http://www.linkedin.com/jobs/view/3340090995,Director of Infrastructure,"Barcodes, Inc."
"10/21/22, 9:38 PM",http://www.linkedin.com/jobs/view/3325579445,Engineering Manager (Remote Okay),NBCUniversal
"8/15/22, 7:34 PM",http://www.linkedin.com/jobs/view/3161283597,Director of Network Engineering,Dice
"9/5/22, 10:15 AM",http://www.linkedin.com/jobs/view/3226477331, IT Manager/Systems Engineer,"Real Radiology, LLC"
"9/15/22, 5:17 AM",http://www.linkedin.com/jobs/view/3271280810,"Sr. Director, Network and Network Security",Moderna
"10/27/22, 7:34 AM",http://www.linkedin.com/jobs/view/3318604894,"Senior Manager, IT Network Delivery & Operations",American Airlines
"9/9/22, 1:14 PM",http://www.linkedin.com/jobs/view/3262395768,Director of Information Technology and Security (Remote - US),Huddle Up
"9/13/22, 4:05 PM",http://www.linkedin.com/jobs/view/3234805164,Info Services Manager - Remote,Mutual of Omaha
"11/5/22, 11:23 AM",http://www.linkedin.com/jobs/view/3345711471,Information Technology Project Manager,DHL eCommerce
"11/9/22, 1:19 AM",http://www.linkedin.com/jobs/view/3348323257,"Senior IT Project Manager, Infrastructure",Nolan Transportation Group (NTG)
"10/31/22, 9:51 AM",http://www.linkedin.com/jobs/view/3338259887,IT Cybersecurity Project Manager,Insight Global
"9/17/22, 8:06 PM",http://www.linkedin.com/jobs/view/3268294986,"Director, Technology Operations",Telesign
"10/26/22, 6:01 PM",http://www.linkedin.com/jobs/view/3327875941,Network Manager (Remote),Acosta
"9/2/22, 6:46 PM",http://www.linkedin.com/jobs/view/3059264943,Director of Network Engineering,Atrilogy Solutions Group
"10/22/22, 11:26 AM",http://www.linkedin.com/jobs/view/3313514181,"Network Automation and Tools, Senior Manager (New Consumer Health Company)",Johnson & Johnson
"10/22/22, 5:10 AM",http://www.linkedin.com/jobs/view/3301944961,"Sr. Manager, Systems Engineering",Charles Schwab
"9/8/22, 1:11 PM",http://www.linkedin.com/jobs/view/3252802140,"Technical Project Manager, Network Services (Remote)",Autodesk
"9/27/22, 4:33 PM",http://www.linkedin.com/jobs/view/3291271354,"Senior Manager, Productivity & Collaboration Tools (US Remote Available)",Splunk
"9/16/22, 10:33 AM",http://www.linkedin.com/jobs/view/3242391374,"Technical Platform Manager (IT Manager), REMOTE from any US based location in central or eastern time zones",CNO Financial Group
"10/17/22, 8:00 AM",http://www.linkedin.com/jobs/view/3297495399,"Manager, IT (Network Engineering) - Remote",Centene Corporation
"9/18/22, 7:09 PM",http://www.linkedin.com/jobs/view/3227075665,Network Engineering Manager (REMOTE),"RealPage, Inc."
"10/30/22, 5:25 AM",http://www.linkedin.com/jobs/view/3303226285,"Senior Director, Analyst - Cloud Networking Product Management (Remote)",Gartner
"9/8/22, 12:25 PM",http://www.linkedin.com/jobs/view/3260433702,Senior IT Operations Manager,Recast
"8/15/22, 7:21 PM",http://www.linkedin.com/jobs/view/3145584761,Lead Director Network Engineering,CVS Health
"11/9/22, 4:30 AM",http://www.linkedin.com/jobs/view/3352214613,"VP Network Engineering, Architecture and Automation",NBCUniversal
"9/21/22, 8:17 PM",http://www.linkedin.com/jobs/view/3280212834,"TSS Director, Network Engineering REMOTE",General Dynamics Information Technology
"8/10/22, 7:17 PM",http://www.linkedin.com/jobs/view/3209117125,"Sr. Director, Network Engineering",Salesforce
"10/28/22, 9:43 AM",http://www.linkedin.com/jobs/view/3305959254,"Manager, Cloud Operations Networking (Remote)",Accruent
"10/20/22, 6:15 PM",http://www.linkedin.com/jobs/view/3321831548,"Network Development Manager, Inter DC Core Services",Amazon Web Services (AWS)
"9/9/22, 1:16 PM",http://www.linkedin.com/jobs/view/3256683069,Information Technology Manager,Addison Group
"9/28/22, 11:58 AM",http://www.linkedin.com/jobs/view/3280604998,Network Development Manager,Amazon Web Services (AWS)
"9/9/22, 1:19 PM",http://www.linkedin.com/jobs/view/3258618638,Director of Network Engineering,Dice
"9/9/22, 1:14 PM",http://www.linkedin.com/jobs/view/3254106170,Director of Infrastructure,Mux
"10/31/22, 5:47 AM",http://www.linkedin.com/jobs/view/3313954365,"Network Management, Senior Manager REMOTE-PA, DE, MD, or NJ",CVS Health
"9/27/22, 7:07 PM",http://www.linkedin.com/jobs/view/3229391516,Sr. IT Project Manager,Hasbro
"11/12/22, 11:00 AM",http://www.linkedin.com/jobs/view/3337013550,Information Technology Manager,The Chip Connection
"10/27/22, 8:06 PM",http://www.linkedin.com/jobs/view/3318223281,"Senior Manager, Global Network Operations (Standards and Compliance)",Synopsys Inc
"10/29/22, 10:56 AM",http://www.linkedin.com/jobs/view/3332053711,Senior Network Manager,BTI Solutions
"10/19/22, 7:08 AM",http://www.linkedin.com/jobs/view/3296389188,"Manager, Network Engineering (Remote)",Nielsen
"10/21/22, 10:32 PM",http://www.linkedin.com/jobs/view/3260525810,"Manager, Network Engineering and Operations",Teach For America
"8/15/22, 7:28 PM",http://www.linkedin.com/jobs/view/3209802342,Sr. Manager of Network Engineering,"Set Solutions, a Trace3 Company"
"10/12/22, 2:33 PM",http://www.linkedin.com/jobs/view/3297494607,"Manager, IT (Network Engineering) - Remote",Centene Corporation
"9/8/22, 1:13 PM",http://www.linkedin.com/jobs/view/3259296947,"Director, Technology Services - ERP Focus ",Beckway
"9/4/22, 8:18 PM",http://www.linkedin.com/jobs/view/3222153538,"Manager II, Network Delivery",InComm Payments
"8/15/22, 5:20 PM",http://www.linkedin.com/jobs/view/3192263358,Global Director of Network Engineering and Operations (Remote),Claire's
"9/12/22, 2:10 PM",http://www.linkedin.com/jobs/view/3264504760,Director Information Technology Infrastructure,OneHome
"9/21/22, 8:08 PM",http://www.linkedin.com/jobs/view/3139045476,"Manager, Global Network Engineering",Acrisure
"10/4/22, 6:32 AM",http://www.linkedin.com/jobs/view/3202116363,Head Of Remote Access- SVP,Citi
"9/15/22, 7:03 AM",http://www.linkedin.com/jobs/view/3263384660,Network Manager,Symbotic
"9/12/22, 7:55 PM",http://www.linkedin.com/jobs/view/3264705661,Sr. Manager - Global Networks,Apex Systems
"10/23/22, 5:42 AM",http://www.linkedin.com/jobs/view/3239230848,Network Development Senior Manager – Network Operations,Oracle
"10/5/22, 8:28 PM",http://www.linkedin.com/jobs/view/3291610380,Network Services Manager,Horizontal Talent
"10/5/22, 8:31 PM",http://www.linkedin.com/jobs/view/3303770098,Clubhouse IT Manager,Chief
"11/1/22, 7:34 PM",http://www.linkedin.com/jobs/view/3339173595,TSS Senior Manager - Network Engineering (REMOTE),General Dynamics Information Technology
"10/27/22, 8:08 PM",http://www.linkedin.com/jobs/view/3329975627,"Manager, Network Engineering (Hybrid)",Spectrum
"10/4/22, 11:44 AM",http://www.linkedin.com/jobs/view/3278098890,"Sr. Manager, Network Operational Engineering REMOTE (Philadelphia/Houston/DFW preferred)","RealPage, Inc."
"10/5/22, 8:58 AM",http://www.linkedin.com/jobs/view/3295261816,"Manager, Network Reliability",Thermo Fisher Scientific
"10/17/22, 8:01 AM",http://www.linkedin.com/jobs/view/3318782419,Network Engineering Senior Manager,Wells Fargo
"9/15/22, 6:57 AM",http://www.linkedin.com/jobs/view/3260586344,"Data Center Technical Domain Manager - Network, RSE",Meta
"8/30/22, 11:54 AM",http://www.linkedin.com/jobs/view/3204098219,Manager - IT Infrastructure,Sutherland
"10/28/22, 9:34 AM",http://www.linkedin.com/jobs/view/3166350157,Sr. Program Manager – Network and Deployment Operations Support,Microsoft
"10/19/22, 2:35 PM",http://www.linkedin.com/jobs/view/3234230929,"Director, IT Services",The Walt Disney Company
"9/18/22, 7:15 PM",http://www.linkedin.com/jobs/view/3266640388,IT Team Manager - Network Services (REMOTE),Dice
"11/1/22, 7:30 PM",http://www.linkedin.com/jobs/view/3339863662,Manager - IT Systems & Networks,PopSockets
"9/19/22, 9:59 AM",http://www.linkedin.com/jobs/view/3130713117,IT Infrastructure Manager of Engineering,Webster Bank
"9/12/22, 2:15 PM",http://www.linkedin.com/jobs/view/3259193752,"IT Director, Service Management and Customer Experience",Medical Solutions
"9/13/22, 4:05 PM",http://www.linkedin.com/jobs/view/3217290672,Info Services Manager - Site Reliability Engineering - Remote,Mutual of Omaha
"9/11/22, 2:30 PM",http://www.linkedin.com/jobs/view/3261634333,IT Manager (Remote- US),Florida Blue
"9/13/22, 1:21 PM",http://www.linkedin.com/jobs/view/3266234475,Director of Information Technology,Prodigy Resources
"9/8/22, 12:34 PM",http://www.linkedin.com/jobs/view/3245052535,Manager of Infrastructure Operations - REMOTE,"ICS, A Korn Ferry company"
"9/4/22, 8:21 PM",http://www.linkedin.com/jobs/view/3219379973,Network Security Lead,Yum! Brands
"8/15/22, 7:26 PM",http://www.linkedin.com/jobs/view/3185330241,Infrastructure Program Manager,Angi
"10/27/22, 8:09 PM",http://www.linkedin.com/jobs/view/3322834594,Network Engineering Manager,Skechers
"9/18/22, 2:21 PM",http://www.linkedin.com/jobs/view/3249637837,Network Infrastructure Manager,Mazda North American Operations
"9/13/22, 6:37 PM",http://www.linkedin.com/jobs/view/3265294535,Information Technology Manager,Franklin Fitch
"11/1/22, 7:44 PM",http://www.linkedin.com/jobs/view/3307425204,Manager of Network Infrastructure,Teachers Federal Credit Union
"10/24/22, 9:40 AM",http://www.linkedin.com/jobs/view/3326079114,Manager Enterprise Cloud Services,Allegis Group
